"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,,,
40,75457,4035754,San Luis Obispo,Paso Robles Joint Unified,Paso Robles High,387,44,11.4,    20.7,      21,     5.4,,,
40,75457,4035762,San Luis Obispo,Paso Robles Joint Unified,Liberty High (Cont.),66,0,0,    0,       0,     0.0,,,
40,75465,4030144,San Luis Obispo,Coast Unified,Leffingwell Cont. High,14,0,0,    0,       0,     0.0,,,
40,75465,4032009,San Luis Obispo,Coast Unified,Coast Union High,76,12,15.8,    21.6,       8,    10.5,,,
41,10413,4130076,San Mateo,San Mateo Co. Off. of Education,Juvenile Hall/Community,33,0,0,    0,       0,     0.0,,,
41,10413,6069363,San Mateo,San Mateo Co. Off. of Education,Special Education,64,0,0,    0,       0,     0.0,,,
41,68890,4130027,San Mateo,Cabrillo Unified,Pilarcitos High (Cont.),12,0,0,    0,       0,     0.0,,,
41,68890,4132817,San Mateo,Cabrillo Unified,Half Moon Bay High,279,17,6.1,    24.2,      13,     4.7,,,
41,68924,4133393,San Mateo,Jefferson Union High,Jefferson High,272,3,1.1,NA,NA,NA,,,
41,68924,4135075,San Mateo,Jefferson Union High,Oceana High,122,17,13.9,    20.5,       9,     7.4,,,
41,68924,4137535,San Mateo,Jefferson Union High,Terra Nova High,328,19,5.8,    24.1,      17,     5.2,,,
41,68924,4137592,San Mateo,Jefferson Union High,Thornton High (Cont),81,0,0,    0,       0,     0.0,,,
41,68924,4137790,San Mateo,Jefferson Union High,Westmoor High,388,18,4.6,    24.2,      15,     3.9,,,
41,68940,4130050,San Mateo,La Honda-Pescadero Unified,Pescadero Continuation High,1,0,0,    0,       0,     0.0,,,
41,68940,4135331,San Mateo,La Honda-Pescadero Unified,Pescadero High,18,1,5.6,NA,NA,NA,,,
41,69005,4130100,San Mateo,Redwood City Elementary,Aurora High,24,0,0,    0,       0,     0.0,,,
41,69047,4130092,San Mateo,San Mateo Union High,San Mateo Union High Community Day,7,0,0,    0,       0,     0.0,,,
41,69047,4130217,San Mateo,San Mateo Union High,Aragon High,370,48,13,    23.5,      36,     9.7,,,
41,69047,4130472,San Mateo,San Mateo Union High,Burlingame High,321,53,16.5,    23.1,      38,    11.8,,,
41,69047,4130738,San Mateo,San Mateo Union High,Capuchino High,217,17,7.8,    23.1,      14,     6.5,,,
41,69047,4133070,San Mateo,San Mateo Union High,Hillsdale High,244,27,11.1,    21.0,      14,     5.7,,,
41,69047,4134557,San Mateo,San Mateo Union High,Mills High,334,39,11.7,    24.2,      30,     9.0,,,
41,69047,4135265,San Mateo,San Mateo Union High,Peninsula High (Cont.),120,2,1.7,NA,NA,NA,,,
41,69047,4136370,San Mateo,San Mateo Union High,San Mateo High,293,40,13.7,    25.2,      32,    10.9,,,
41,69062,4130084,San Mateo,Sequoia Union High,Sequoia District Community Day,5,0,0,    0,       0,     0.0,,,
41,69062,4130993,San Mateo,Sequoia Union High,Carlmont High,355,66,18.6,    23.0,      42,    11.8,,,
41,69062,4133716,San Mateo,Sequoia Union High,Menlo-Atherton High,368,29,7.9,    25.6,      25,     6.8,,,
41,69062,4135687,San Mateo,Sequoia Union High,Redwood High (Cont.),39,0,0,    0,       0,     0.0,,,
41,69062,4136693,San Mateo,Sequoia Union High,Sequoia High,275,38,13.8,    21.2,      21,     7.6,,,
41,69062,4138053,San Mateo,Sequoia Union High,Woodside High,348,35,10.1,    22.1,      23,     6.6,,,
41,69070,4130324,San Mateo,South San Francisco Unified,Baden High (Cont.),15,0,0,    0,       0,     0.0,,,
41,69070,4132551,San Mateo,South San Francisco Unified,El Camino High,341,6,1.8,NA,NA,NA,,,
41,69070,4137279,San Mateo,South San Francisco Unified,South San Francisco High,303,8,2.6,NA,NA,NA,,,
42,10421,4230157,Santa Barbara,Santa Barbara Co. Off. of Education,Santa Barbara County Juvenile Court,40,0,0,    0,       0,     0.0,,,
42,10421,4230207,Santa Barbara,Santa Barbara Co. Off. of Education,Santa Barbara County Community,80,0,0,    0,       0,     0.0,,,
42,10421,6069223,Santa Barbara,Santa Barbara Co. Off. of Education,Special Education,26,0,0,    0,       0,     0.0,,,
42,69146,4230181,Santa Barbara,Carpinteria Unified,Foothill Alternative High,8,0,0,    0,       0,     0.0,,,
42,69146,4230587,Santa Barbara,Carpinteria Unified,Carpinteria Senior High,178,16,9,    24.3,      13,     7.3,,,
42,69146,4230595,Santa Barbara,Carpinteria Unified,Rincon High (Cont.),18,0,0,    0,       0,     0.0,,,
42,69229,4230454,Santa Barbara,Lompoc Unified,Cabrillo Senior High,334,41,12.3,    23.0,      29,     8.7,,,
42,69229,4233029,Santa Barbara,Lompoc Unified,Maple High (Cont.),42,0,0,    0,       0,     0.0,,,
42,69229,4233060,Santa Barbara,Lompoc Unified,Lompoc Senior High,317,28,8.8,    21.1,      16,     5.0,,,
42,69245,4230199,Santa Barbara,Los Olivos Elementary,Olive Grove,27,0,0,    0,       0,     0.0,,,
42,69286,4230090,Santa Barbara,Santa Barbara High,Las Alturas Continuation High,3,0,0,    0,       0,     0.0,,,
42,69286,4230140,Santa Barbara,Santa Barbara High,Dos Pueblos Continuation High,6,0,0,    0,       0,     0.0,,,
42,69286,4230165,Santa Barbara,Santa Barbara High,San Marcos Continuation High,8,0,0,    0,       0,     0.0,,,
42,69286,4231726,Santa Barbara,Santa Barbara High,Dos Pueblos Senior High,498,20,4,    24.1,      16,     3.2,,,
42,69286,4232690,Santa Barbara,Santa Barbara High,La Cuesta Continuation High,39,0,0,    0,       0,     0.0,,,
42,69286,4235230,Santa Barbara,Santa Barbara High,San Marcos Senior High,465,42,9,    24.2,      33,     7.1,,,
42,69286,4235727,Santa Barbara,Santa Barbara High,Santa Barbara Senior High,508,18,3.5,    22.9,      13,     2.6,,,
42,69310,4231452,Santa Barbara,Santa Maria Joint Union High,Delta High (Cont.),181,0,0,    0,       0,     0.0,,,
42,69310,4234613,Santa Barbara,Santa Maria Joint Union High,Righetti (Ernest) High,531,62,11.7,    21.4,      31,     5.8,,,
42,69310,4236030,Santa Barbara,Santa Maria Joint Union High,Santa Maria High,738,75,10.2,    18.7,      22,     3.0,,,
42,69328,4230074,Santa Barbara,Santa Ynez Valley Union High,Refugio High (Cont.),18,0,0,    0,       0,     0.0,,,
42,69328,4236345,Santa Barbara,Santa Ynez Valley Union High,Santa Ynez Valley Union High,232,39,16.8,    22.7,      27,    11.6,,,
42,75010,4231205,Santa Barbara,Cuyama Joint Unified,Cuyama Valley High,27,0,0,    0,       0,     0.0,,,
43,10439,4330254,Santa Clara,Santa Clara Co. Off. of Education,Juvenile Hall,181,0,0,    0,       0,     0.0,,,
43,10439,4330320,Santa Clara,Santa Clara Co. Off. of Education,County Community,36,0,0,    0,       0,     0.0,,,
43,10439,4330577,Santa Clara,Santa Clara Co. Off. of Education,Foundry,9,0,0,    0,       0,     0.0,,,
43,10439,4330650,Santa Clara,Santa Clara Co. Off. of Education,Teenage Parent Program,6,0,0,    0,       0,     0.0,,,
43,69401,4330239,Santa Clara,Campbell Union High,Leigh High,324,15,4.6,    26.7,      14,     4.3,,,
43,69401,4330718,Santa Clara,Campbell Union High,Camden Community Day School,7,0,0,    0,       0,     0.0,,,
43,69401,4330759,Santa Clara,Campbell Union High,Boynton High,169,0,0,    0,       0,     0.0,,,
43,69401,4330866,Santa Clara,Campbell Union High,Branham High,373,30,8,    23.7,      22,     5.9,,,
43,69401,4331955,Santa Clara,Campbell Union High,Del Mar High,301,11,3.7,    22.0,       7,     2.3,,,
43,69401,4336137,Santa Clara,Campbell Union High,Prospect High,278,45,16.2,    23.8,      33,    11.9,,,
43,69401,4338505,Santa Clara,Campbell Union High,Westmont High,327,33,10.1,    23.3,      26,     8.0,,,
43,69427,4330015,Santa Clara,East Side Union High,Yerba Buena High,429,39,9.1,    17.9,      12,     2.8,,,
43,69427,4330023,Santa Clara,East Side Union High,Santa Teresa High,509,9,1.8,NA,NA,NA,,,
43,69427,4330031,Santa Clara,East Side Union High,Independence High,997,95,9.5,    21.0,      55,     5.5,,,
43,69427,4330312,Santa Clara,East Side Union High,Phoenix High (Cont.),58,0,0,    0,       0,     0.0,,,
43,69427,4330346,Santa Clara,East Side Union High,Genesis High (Cont.),43,0,0,    0,       0,     0.0,,,
43,69427,4330353,Santa Clara,East Side Union High,Pegasus High (Cont.),79,0,0,    0,       0,     0.0,,,
43,69427,4330361,Santa Clara,East Side Union High,Apollo High (Cont.),65,0,0,    0,       0,     0.0,,,
43,69427,4330551,Santa Clara,East Side Union High,East Side Cadet Academy,37,0,0,    0,       0,     0.0,,,
43,69427,4330676,Santa Clara,East Side Union High,San Jose Conservation Corps Charter School,92,0,0,    0,       0,     0.0,,,
43,69427,4332318,Santa Clara,East Side Union High,Foothill High (Cont.),285,1,0.4,NA,NA,NA,,,
43,69427,4332995,Santa Clara,East Side Union High,Hill (Andrew P.) High,422,18,4.3,    20.2,       7,     1.7,,,
43,69427,4333639,Santa Clara,East Side Union High,Lick (James) High,288,27,9.4,    17.0,       3,     1.0,,,
43,69427,4334900,Santa Clara,East Side Union High,Mt. Pleasant High,519,39,7.5,    19.1,      12,     2.3,,,
43,69427,4335204,Santa Clara,East Side Union High,Oak Grove High,609,29,4.8,    20.3,      12,     2.0,,,
43,69427,4335428,Santa Clara,East Side Union High,Overfelt (William C.) High,425,56,13.2,    18.0,      11,     2.6,,,
43,69427,4335907,Santa Clara,East Side Union High,Piedmont Hills High,454,20,4.4,    22.4,      12,     2.6,,,
43,69427,4337903,Santa Clara,East Side Union High,Silver Creek High,641,59,9.2,    20.5,      29,     4.5,,,
43,69468,4330569,Santa Clara,Fremont Union High,Community Day,3,0,0,    0,       0,     0.0,,,
43,69468,4331799,Santa Clara,Fremont Union High,Cupertino High,338,87,25.7,    24.1,      65,    19.2,,,
43,69468,4332474,Santa Clara,Fremont Union High,Fremont High,361,46,12.7,    21.3,      22,     6.1,,,
43,69468,4333316,Santa Clara,Fremont Union High,Homestead High,462,46,10,    24.7,      36,     7.8,,,
43,69468,4334421,Santa Clara,Fremont Union High,Lynbrook High,409,60,14.7,    25.1,      48,    11.7,,,
43,69468,4334462,Santa Clara,Fremont Union High,Monta Vista High,522,71,13.6,    26.9,      67,    12.8,,,
43,69484,4332839,Santa Clara,Gilroy Unified,Gilroy High,528,55,10.4,    19.9,      23,     4.4,,,
43,69484,4334850,Santa Clara,Gilroy Unified,Mt. Madonna High (Cont.),28,1,3.6,NA,NA,NA,,,
43,69534,4334371,Santa Clara,Los Gatos-Saratoga Joint Union High,Los Gatos High,384,37,9.6,    24.8,      30,     7.8,,,
43,69534,4337762,Santa Clara,Los Gatos-Saratoga Joint Union High,Saratoga High,288,54,18.8,    25.1,      45,    15.6,,,
43,69583,4333951,Santa Clara,Morgan Hill Unified,Live Oak High,540,25,4.6,    22.5,      17,     3.1,,,
43,69583,4334488,Santa Clara,Morgan Hill Unified,Central High (Cont.),47,0,0,    0,       0,     0.0,,,
43,69609,4330486,Santa Clara,Mountain View-Los Altos Union High,Moffett High (Alter.),20,0,0,    0,       0,     0.0,,,
43,69609,4334116,Santa Clara,Mountain View-Los Altos Union High,Los Altos High,303,50,16.5,    22.5,      33,    10.9,,,
43,69609,4334728,Santa Clara,Mountain View-Los Altos Union High,Mountain View High,327,42,12.8,    25.2,      35,    10.7,,,
43,69609,4334736,Santa Clara,Mountain View-Los Altos Union High,Alta Vista High (Cont.),94,0,0,    0,       0,     0.0,,,
43,69641,4332904,Santa Clara,Palo Alto Unified,Gunn (Henry M.) High,401,53,13.2,    25.7,      46,    11.5,,,
43,69641,4335782,Santa Clara,Palo Alto Unified,Palo Alto High,358,53,14.8,    25.3,      43,    12.0,,,
43,69641,6048375,Santa Clara,Palo Alto Unified,Packard Children's Hospital/Stanford,7,0,0,    0,       0,     0.0,,,
43,69666,4330080,Santa Clara,San Jose Unified,Gunderson High,232,18,7.8,    18.6,       8,     3.4,,,
43,69666,4330411,Santa Clara,San Jose Unified,Community Career Academy (Cont.),8,0,0,    0,       0,     0.0,,,
43,69666,4330429,Santa Clara,San Jose Unified,Gunderson Plus (Cont.),27,0,0,    0,       0,     0.0,,,
43,69666,4330445,Santa Clara,San Jose Unified,Willow Glen Plus (Cont.),14,0,0,    0,       0,     0.0,,,
43,69666,4330452,Santa Clara,San Jose Unified,Pioneer Plus (Cont.),11,0,0,    0,       0,     0.0,,,
43,69666,4330460,Santa Clara,San Jose Unified,Leland Plus (Cont.),13,0,0,    0,       0,     0.0,,,
43,69666,4330478,Santa Clara,San Jose Unified,San Jose High Academy Plus (Cont.),18,0,0,    0,       0,     0.0,,,
43,69666,4330502,Santa Clara,San Jose Unified,Liberty High (Alternative),72,0,0,    0,       0,     0.0,,,
43,69666,4330510,Santa Clara,San Jose Unified,Crossroads Community Day,5,0,0,    0,       0,     0.0,,,
43,69666,4330593,Santa Clara,San Jose Unified,Middle College High,38,0,0,    0,       0,     0.0,,,
43,69666,4330734,Santa Clara,San Jose Unified,San Jose Community High,15,0,0,    0,       0,     0.0,,,
43,69666,4332110,Santa Clara,San Jose Unified,Broadway High (Cont.),38,0,0,    0,       0,     0.0,,,
43,69666,4333522,Santa Clara,San Jose Unified,Leland High,429,73,17,    25.5,      62,    14.5,,,
43,69666,4333795,Santa Clara,San Jose Unified,Lincoln (Abraham) High,366,51,13.9,    22.1,      31,     8.5,,,
43,69666,4335949,Santa Clara,San Jose Unified,Pioneer High,265,29,10.9,    21.7,      15,     5.7,,,
43,69666,4337200,Santa Clara,San Jose Unified,San Jose High Academy,214,17,7.9,    20.0,       7,     3.3,,,
43,69666,4338950,Santa Clara,San Jose Unified,Willow Glen High,291,34,11.7,    20.2,      16,     5.5,,,
43,69674,4330122,Santa Clara,Santa Clara Unified,Santa Clara High,331,9,2.7,NA,NA,NA,,,
43,69674,4330247,Santa Clara,Santa Clara Unified,Wilson Altern. (K-12),143,1,0.7,NA,NA,NA,,,
43,69674,4338406,Santa Clara,Santa Clara Unified,New Valley Continuation High,89,0,0,    0,       0,     0.0,,,
43,69674,4338802,Santa Clara,Santa Clara Unified,Wilcox (Adrian) High,389,20,5.1,    24.1,      17,     4.4,,,
43,73387,4331039,Santa Clara,Milpitas Unified,Calaveras Hills Continuation H,129,0,0,    0,       0,     0.0,,,
43,73387,4334470,Santa Clara,Milpitas Unified,Milpitas High,664,51,7.7,    22.9,      37,     5.6,,,
44,10447,4430146,Santa Cruz,Santa Cruz Co. Off. of Education,Santa Cruz County Court,26,0,0,    0,       0,     0.0,,,
44,10447,4430252,Santa Cruz,Santa Cruz Co. Off. of Education,Pacific Collegiate,15,0,0,    0,       0,     0.0,,,
44,10447,4430278,Santa Cruz,Santa Cruz Co. Off. of Education,Santa Cruz County Community,84,0,0,    0,       0,     0.0,,,
44,10447,6069397,Santa Cruz,Santa Cruz Co. Off. of Education,Special Education,8,0,0,    0,       0,     0.0,,,
44,32276,4430013,Santa Cruz,Santa Cruz Co Cya Dist,Ben Lomond Youth Conservation Camp,2,0,0,    0,       0,     0.0,,,
44,69799,4430203,Santa Cruz,Pajaro Valley Unified School,Pajaro Valley Community Day,17,0,0,    0,       0,     0.0,,,
44,69799,4430229,Santa Cruz,Pajaro Valley Unified School,Pacific Coast Charter,33,0,0,    0,       0,     0.0,,,
44,69799,4430245,Santa Cruz,Pajaro Valley Unified School,Academic/Vocational Institute,33,0,0,    0,       0,     0.0,,,
44,69799,4430518,Santa Cruz,Pajaro Valley Unified School,Aptos High,376,55,14.6,    22.4,      35,     9.3,,,
44,69799,4437794,Santa Cruz,Pajaro Valley Unified School,Renaissance High (Cont.),52,0,0,    0,       0,     0.0,,,
44,69799,4437901,Santa Cruz,Pajaro Valley Unified School,Watsonville High,702,40,5.7,    17.9,       8,     1.1,,,
44,69807,4430179,Santa Cruz,San Lorenzo Valley Unified,SLVUSD Charter,32,0,0,    0,       0,     0.0,,,
44,69807,4430260,Santa Cruz,San Lorenzo Valley Unified,River View High,5,0,0,    0,       0,     0.0,,,
44,69807,4436754,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High,267,22,8.2,    22.3,      14,     5.2,,,
44,69823,4430096,Santa Cruz,Santa Cruz City High,Ark Alternative,63,0,0,    0,       0,     0.0,,,
44,69823,4430187,Santa Cruz,Santa Cruz City High,Delta Charter,11,0,0,    0,       0,     0.0,,,
44,69823,4430195,Santa Cruz,Santa Cruz City High,Alternative Family Education (Afe),12,0,0,    0,       0,     0.0,,,
44,69823,4432340,Santa Cruz,Santa Cruz City High,Harbor High,314,33,10.5,    23.3,      24,     7.6,,,
44,69823,4436960,Santa Cruz,Santa Cruz City High,Loma Prieta High (Cont.),81,0,0,    0,       0,     0.0,,,
44,69823,4437109,Santa Cruz,Santa Cruz City High,Santa Cruz High,289,34,11.8,    23.6,      25,     8.7,,,
44,69823,4437406,Santa Cruz,Santa Cruz City High,Soquel High,269,18,6.7,    24.5,      15,     5.6,,,
44,75432,4430211,Santa Cruz,Scotts Valley Unified,Scotts Valley High,117,15,12.8,    24.2,      12,    10.3,,,
45,10454,4530150,Shasta,Shasta Co. Office of Education,Shasta County Juvenile Court,26,0,0,    0,       0,     0.0,,,
45,10454,4530317,Shasta,Shasta Co. Office of Education,Live Oak Community/Educational Resource Center,51,0,0,    0,       0,     0.0,,,
45,10454,6069389,Shasta,Shasta Co. Office of Education,Special Education,41,0,0,    0,       0,     0.0,,,
45,69856,4530028,Shasta,Anderson Union High,West Valley High,262,24,9.2,    22.8,      19,     7.3,,,
45,69856,4530051,Shasta,Anderson Union High,Oakview High (Alter.),114,0,0,    0,       0,     0.0,,,
45,69856,4530762,Shasta,Anderson Union High,North Valley High (Cont.),64,0,0,    0,       0,     0.0,,,
45,69856,4530804,Shasta,Anderson Union High,Anderson High,230,4,1.7,NA,NA,NA,,,
45,69989,4530010,Shasta,Fall River Joint Unified,Mountain View High (Cont.),9,0,0,    0,       0,     0.0,,,
45,69989,4530226,Shasta,Fall River Joint Unified,Soldier Mountain Continuation High,5,0,0,    0,       0,     0.0,,,
45,69989,4530234,Shasta,Fall River Joint Unified,Fall River Community Day,1,0,0,    0,       0,     0.0,,,
45,69989,4531000,Shasta,Fall River Joint Unified,Burney Junior-Senior High,53,0,0,    0,       0,     0.0,,,
45,69989,4533600,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,39,6,15.4,NA,NA,NA,,,
45,69989,6050314,Shasta,Fall River Joint Unified,Mt. Burney Special Education Center,1,0,0,    0,       0,     0.0,,,
45,70110,4530291,Shasta,Redding Elementary,Pathway.com Charter,4,0,0,    0,       0,     0.0,,,
45,70110,4530325,Shasta,Redding Elementary,Wonder to Wisdom Charter Academy,2,0,0,    0,       0,     0.0,,,
45,70136,4530044,Shasta,Shasta Union High,Foothill High,380,64,16.8,    22.6,      45,    11.8,,,
45,70136,4530119,Shasta,Shasta Union High,Pioneer Continuation High,171,0,0,    0,       0,     0.0,,,
45,70136,4530200,Shasta,Shasta Union High,Academic Options,29,0,0,    0,       0,     0.0,,,
45,70136,4530267,Shasta,Shasta Union High,Shasta Secondary Home,57,3,5.3,NA,NA,NA,,,
45,70136,4532750,Shasta,Shasta Union High,Enterprise High,322,26,8.1,    20.7,      15,     4.7,,,
45,70136,4537304,Shasta,Shasta Union High,Shasta High,406,58,14.3,    24.3,      46,    11.3,,,
45,75267,4530101,Shasta,Gateway Unified,Shasta Lake Alternative,17,0,0,    0,       0,     0.0,,,
45,75267,4531901,Shasta,Gateway Unified,Central Valley High,199,18,9,    21.3,       9,     4.5,,,
46,10462,6077267,Sierra,Sierra Co. Office of Education,Special Education,2,0,0,    0,       0,     0.0,,,
46,70177,4630018,Sierra,Sierra-Plumas Joint Unified,Sierra Crest (Alt),4,0,0,    0,       0,     0.0,,,
46,70177,4630034,Sierra,Sierra-Plumas Joint Unified,Sierra Pass (Continuation),4,0,0,    0,       0,     0.0,,,
46,70177,4630653,Sierra,Sierra-Plumas Joint Unified,Pliocene Ridge Junior-Senior H,6,1,16.7,NA,NA,NA,,,
46,70177,4632303,Sierra,Sierra-Plumas Joint Unified,Downieville Junior-Senior High,9,1,11.1,NA,NA,NA,,,
46,70177,4634259,Sierra,Sierra-Plumas Joint Unified,Loyalton High,37,1,2.7,NA,NA,NA,,,
47,10470,4730032,Siskiyou,Siskiyou Co. Office of Education,J Everitt Barr Court,3,0,0,    0,       0,     0.0,,,
47,10470,6069405,Siskiyou,Siskiyou Co. Office of Education,Special Education,13,0,0,    0,       0,     0.0,,,
47,70250,4730164,Siskiyou,Dunsmuir Joint Union High,Dunsmuir Jt U.H. Comm. Day,4,0,0,    0,       0,     0.0,,,
47,70250,4732707,Siskiyou,Dunsmuir Joint Union High,Dunsmuir High,30,0,0,    0,       0,     0.0,,,
47,70276,4730107,Siskiyou,Etna Union High,Scott River High (Cont.),4,0,0,    0,       0,     0.0,,,
47,70276,4733309,Siskiyou,Etna Union High,Etna High School,70,48,68.6,    22.5,      32,    45.7,,,
47,70425,6115497,Siskiyou,Mt. Shasta Union Elementary,Mt Shasta Options for Youth Charter,22,0,0,    0,       0,     0.0,,,
47,70466,4730057,Siskiyou,Siskiyou Union High,Jefferson High (Cont.),7,0,0,    0,       0,     0.0,,,
47,70466,4730131,Siskiyou,Siskiyou Union High,Happy Camp Community Day,1,0,0,    0,       0,     0.0,,,
47,70466,4734356,Siskiyou,Siskiyou Union High,Happy Camp High,26,3,11.5,NA,NA,NA,,,
47,70466,4734901,Siskiyou,Siskiyou Union High,McCloud High,18,0,0,    0,       0,     0.0,,,
47,70466,4735403,Siskiyou,Siskiyou Union High,Mt. Shasta High,79,2,2.5,NA,NA,NA,,,
47,70466,4738753,Siskiyou,Siskiyou Union High,Weed High,44,0,0,    0,       0,     0.0,,,
47,70516,4730024,Siskiyou,Yreka Union High,Discovery High (Cont.),31,0,0,    0,       0,     0.0,,,
47,70516,4739207,Siskiyou,Yreka Union High,Yreka High,171,3,1.8,NA,NA,NA,,,
47,73684,4730081,Siskiyou,Butte Valley Unified,Cascade High (Cont.),5,0,0,    0,       0,     0.0,,,
47,73684,4731253,Siskiyou,Butte Valley Unified,Butte Valley High,36,4,11.1,NA,NA,NA,,,
48,10488,4830071,Solano,Solano Co. Office of Education,Solano Juvenile Hall,22,0,0,    0,       0,     0.0,,,
48,10488,6069538,Solano,Solano Co. Office of Education,Special Education,3,0,0,    0,       0,     0.0,,,
48,10488,6089668,Solano,Solano Co. Office of Education,Solano County Community,31,0,0,    0,       0,     0.0,,,
48,70524,4830048,Solano,Benicia Unified,Liberty High (Cont.),45,0,0,    0,       0,     0.0,,,
48,70524,4830188,Solano,Benicia Unified,Home Independent Study,2,0,0,    0,       0,     0.0,,,
48,70524,4831004,Solano,Benicia Unified,Benicia High,417,100,24,    23.5,      72,    17.3,,,
48,70532,4830055,Solano,Dixon Unified,Maine Prairie High (Cont.),30,0,0,    0,       0,     0.0,,,
48,70532,4832259,Solano,Dixon Unified,Dixon High,257,34,13.2,    20.4,      16,     6.2,,,
48,70540,4830030,Solano,Fairfield-Suisun Unified,Mary Bird School,39,0,0,    0,       0,     0.0,,,
48,70540,4830170,Solano,Fairfield-Suisun Unified,Angelo Rodriguez High,0,1,0,NA,NA,NA,,,
48,70540,4830451,Solano,Fairfield-Suisun Unified,Armijo High,648,59,9.1,    21.3,      32,     4.9,,,
48,70540,4833000,Solano,Fairfield-Suisun Unified,Fairfield High,608,48,7.9,    20.5,      23,     3.8,,,
48,70540,4836003,Solano,Fairfield-Suisun Unified,Sem Yeto Continuation High,196,0,0,    0,       0,     0.0,,,
48,70565,4830022,Solano,Travis Unified,Travis Education Center High,24,0,0,    0,       0,     0.0,,,
48,70565,4830154,Solano,Travis Unified,Travis Community Day,3,0,0,    0,       0,     0.0,,,
48,70565,4838801,Solano,Travis Unified,Vanden High,339,19,5.6,    24.1,      16,     4.7,,,
48,70573,4830089,Solano,Vacaville Unified,Wood (Will C.) High,482,23,4.8,    22.3,      17,     3.5,,,
48,70573,4830113,Solano,Vacaville Unified,Buckingham (Elise P.) Charter,138,0,0,    0,       0,     0.0,,,
48,70573,4833869,Solano,Vacaville Unified,Country High (Cont.),29,0,0,    0,       0,     0.0,,,
48,70573,4837803,Solano,Vacaville Unified,Vacaville High,404,27,6.7,    22.6,      19,     4.7,,,
48,70581,4830147,Solano,Vallejo City Unified,Bethel (Jesse M.) High,340,23,6.8,    17.3,       2,     0.6,,,
48,70581,4833950,Solano,Vallejo City Unified,Hogan High,355,5,1.4,NA,NA,NA,,,
48,70581,4838058,Solano,Vallejo City Unified,Peoples High (Cont.),174,0,0,    0,       0,     0.0,,,
48,70581,4838504,Solano,Vallejo City Unified,Vallejo High,522,27,5.2,    18.3,       6,     1.1,,,
48,70581,6069900,Solano,Vallejo City Unified,Everest TMR,30,0,0,    0,       0,     0.0,,,
49,10496,4930079,Sonoma,Sonoma Co. Office of Education,Sonoma County Court,37,0,0,    0,       0,     0.0,,,
49,10496,4930343,Sonoma,Sonoma Co. Office of Education,Alternative Education Programs,109,0,0,    0,       0,     0.0,,,
49,10496,6069413,Sonoma,Sonoma Co. Office of Education,Special Education,56,0,0,    0,       0,     0.0,,,
49,70607,4930178,Sonoma,West Sonoma County Union High,Gerboth (Jack) High (Cont.),2,0,0,    0,       0,     0.0,,,
49,70607,4930186,Sonoma,West Sonoma County Union High,Nuevo Leon High (Cont.),9,0,0,    0,       0,     0.0,,,
49,70607,4930327,Sonoma,West Sonoma County Union High,Laguna High (Cont.),43,0,0,    0,       0,     0.0,,,
49,70607,4930368,Sonoma,West Sonoma County Union High,Russian River Charter School,19,0,0,    0,       0,     0.0,,,
49,70607,4930400,Sonoma,West Sonoma County Union High,Analy High,307,18,5.9,    23.3,      13,     4.2,,,
49,70607,4931507,Sonoma,West Sonoma County Union High,El Molino High,261,15,5.7,    24.8,      12,     4.6,,,
49,70656,4930848,Sonoma,Cloverdale Unified,Johanna Echols-Hansen High (Cont.),11,0,0,    0,       0,     0.0,,,
49,70656,4930855,Sonoma,Cloverdale Unified,Cloverdale High,98,3,3.1,NA,NA,NA,,,
49,70706,4932109,Sonoma,Geyserville Unified,Geyserville Educational Park High,22,4,18.2,NA,NA,NA,,,
49,70730,6120588,Sonoma,Harmony Union Elementary,Pathways Charter School,43,0,0,    0,       0,     0.0,,,
49,70862,4930012,Sonoma,Petaluma Joint Union High,Casa Grande High,375,28,7.5,    24.3,      20,     5.3,,,
49,70862,4930103,Sonoma,Petaluma Joint Union High,Carpe Diem High (Cont.),8,0,0,    0,       0,     0.0,,,
49,70862,4930111,Sonoma,Petaluma Joint Union High,Sonoma Mountain High (Cont.),15,0,0,    0,       0,     0.0,,,
49,70862,4930236,Sonoma,Petaluma Joint Union High,Valley Oaks High (Alter.),33,0,0,    0,       0,     0.0,,,
49,70862,4935151,Sonoma,Petaluma Joint Union High,Petaluma High,341,57,16.7,    23.4,      39,    11.4,,,
49,70862,4935862,Sonoma,Petaluma Joint Union High,San Antonio High (Cont.),31,0,0,    0,       0,     0.0,,,
49,70920,4930137,Sonoma,Santa Rosa High,Nueva Vista High (Cont.),24,0,0,    0,       0,     0.0,,,
49,70920,4930145,Sonoma,Santa Rosa High,Mesa High (Cont.),25,0,0,    0,       0,     0.0,,,
49,70920,4930160,Sonoma,Santa Rosa High,Allen (Elsie) High,326,28,8.6,    20.9,      14,     4.3,,,
49,70920,4930202,Sonoma,Santa Rosa High,Grace High (Cont.),19,0,0,    0,       0,     0.0,,,
49,70920,4930210,Sonoma,Santa Rosa High,Midrose High (Cont.),21,0,0,    0,       0,     0.0,,,
49,70920,4930244,Sonoma,Santa Rosa High,Carrillo (Maria) High,406,44,10.8,    24.8,      39,     9.6,,,
